,Unit_Price,Quantity,Discount,Total_Price,Cluster,Category
1426,1.02,15.0,0.05,14.54,2,Water
1427,3.33,2.0,0.05,6.33,1,Juices
1428,0.4,42.0,0.05,15.96,2,Water
1430,3.31,6.000000000000001,0.0,19.86,1,Juices
1431,4.35,9.0,0.0,39.15,3,Alcoholic Beverages
1432,0.96,1.0,0.0,0.96,0,Soft Drinks
1433,2.35,3.0,0.0,7.05,0,Soft Drinks
1434,1.31,13.0,0.0,17.03,2,Water
1436,3.31,2.0,0.0,6.620000000000001,1,Juices
1439,0.59,9.0,0.0,5.31,0,Soft Drinks
1441,3.12,7.0,0.0,21.839999999999996,1,Juices
1442,4.07,10.0,0.0,40.7,3,Alcoholic Beverages
1445,0.86,37.0,0.05,30.23,3,Alcoholic Beverages
1447,3.31,3.0,0.0,9.93,1,Juices
1448,1.08,11.0,0.0,11.88,3,Alcoholic Beverages
1449,1.04,2.0,0.0,2.08,2,Water
1450,4.35,1.0,0.0,4.35,3,Alcoholic Beverages
1451,1.07,4.0,0.0,4.28,2,Water
1452,3.11,6.000000000000001,0.0,18.66,1,Juices
1454,1.71,13.0,0.0,22.23,2,Water
1455,3.31,14.0,0.0,46.34,0,Soft Drinks
1456,1.37,13.0,0.0,17.81,3,Alcoholic Beverages
1457,0.58,14.0,0.0,8.12,2,Water
1458,0.96,6.000000000000001,0.0,5.76,3,Alcoholic Beverages
1459,0.57,12.0,0.0,6.84,2,Water
1460,3.56,11.0,0.0,39.160000000000004,1,Juices
1461,1.53,8.0,0.0,12.239999999999998,0,Soft Drinks
1462,1.42,9.0,0.0,12.78,2,Water
1463,1.8,15.0,0.0,27.0,1,Juices
1464,2.05,8.0,0.0,16.4,0,Soft Drinks
1466,0.64,4.0,0.0,2.56,2,Water
1467,3.21,14.0,0.0,44.94,1,Juices
1468,4.19,1.0,0.0,4.19,3,Alcoholic Beverages
1469,2.38,11.0,0.0,26.18,1,Juices
1470,0.55,13.0,0.0,7.15,0,Soft Drinks
1471,0.62,14.0,0.0,8.68,2,Water
1472,0.93,13.0,0.0,12.090000000000002,0,Soft Drinks
1473,1.61,2.0,0.0,3.22,2,Water
1474,0.53,14.0,0.0,7.419999999999999,0,Soft Drinks
1476,1.42,11.0,0.0,15.62,2,Water
1477,0.96,6.000000000000001,0.0,5.76,0,Soft Drinks
1478,3.33,15.0,0.0,49.95,1,Juices
1479,4.35,12.0,0.0,52.2,3,Alcoholic Beverages
1480,0.96,2.0,0.0,1.92,3,Alcoholic Beverages
1482,2.31,11.0,0.0,25.41,1,Juices
1483,1.09,1.0,0.0,1.0899999999999999,3,Alcoholic Beverages
1484,0.93,13.0,0.0,12.090000000000002,3,Alcoholic Beverages
1485,1.61,12.0,0.0,19.320000000000004,2,Water
1486,3.33,7.0,0.0,23.310000000000002,1,Juices
1487,3.56,3.0,0.0,10.68,1,Juices
1488,1.42,14.0,0.0,19.879999999999995,2,Water
1489,1.05,15.0,0.0,15.75,3,Alcoholic Beverages
1490,2.13,1.0,0.0,2.13,0,Soft Drinks
1491,1.75,2.0,0.0,3.5,1,Juices
1492,1.38,2.0,0.0,2.76,2,Water
1493,0.55,2.0,0.0,1.1,2,Water
1496,1.83,16.0,0.05,27.82,1,Juices
1498,1.45,38.0,0.1,49.59,2,Water
1499,0.55,15.0,0.0,8.25,2,Water
1500,2.84,18.0,0.05,48.56,1,Juices
1502,1.33,3.0,0.0,3.99,3,Alcoholic Beverages
1503,0.86,15.0,0.0,12.899999999999999,2,Water
1504,4.22,5.0,0.0,21.1,3,Alcoholic Beverages
1505,0.46,3.0,0.0,1.38,2,Water
1506,3.11,8.0,0.0,24.88,1,Juices
1507,2.12,9.0,0.0,19.08,0,Soft Drinks
1508,1.46,9.0,0.0,13.14,2,Water
1510,1.46,13.0,0.0,18.98,3,Alcoholic Beverages
1511,0.93,3.0,0.0,2.79,2,Water
1512,3.67,3.0,0.0,11.01,1,Juices
1513,3.11,6.000000000000001,0.0,18.66,1,Juices
1516,1.61,2.0,0.0,3.22,2,Water
1517,0.56,9.0,0.0,5.04,2,Water
1518,1.99,2.0,0.0,3.98,0,Soft Drinks
1519,0.53,7.0,0.0,3.7099999999999995,0,Soft Drinks
1520,0.49,8.0,0.05,3.7199999999999998,2,Water
1521,0.67,33.0,0.05,21.0,0,Soft Drinks
1524,1.2,4.0,0.0,4.799999999999999,0,Soft Drinks
1525,3.12,1.0,0.0,3.12,1,Juices
1526,3.23,15.0,0.0,48.45,1,Juices
1527,2.12,12.0,0.0,25.44,0,Soft Drinks
1529,3.31,11.0,0.0,36.41,0,Soft Drinks
1530,2.45,9.0,0.0,22.05,1,Juices
1531,2.26,5.0,0.0,11.300000000000002,0,Soft Drinks
1532,4.48,9.0,0.0,40.32,3,Alcoholic Beverages
1533,2.28,10.0,0.0,22.8,0,Soft Drinks
1534,1.46,9.0,0.0,13.14,2,Water
1536,0.63,8.0,0.0,5.04,0,Soft Drinks
1537,2.45,15.0,0.0,36.75,1,Juices
1538,1.55,6.000000000000001,0.0,9.3,3,Alcoholic Beverages
1539,3.31,9.0,0.0,29.79,0,Soft Drinks
1540,0.89,2.0,0.0,1.78,2,Water
1541,1.8,1.0,0.0,1.8,1,Juices
1542,0.67,30.0,0.05,19.1,2,Water
1543,1.75,7.0,0.0,12.25,1,Juices
1545,0.46,7.0,0.0,3.22,2,Water
1548,2.31,11.0,0.0,25.41,1,Juices
1549,1.04,11.0,0.0,11.44,0,Soft Drinks
1550,3.23,6.000000000000001,0.0,19.38,1,Juices
1551,2.93,2.0,0.0,5.86,1,Juices
1552,2.45,23.0,0.05,53.53,0,Soft Drinks
1553,1.27,25.0,0.05,30.16,1,Juices
1555,3.02,5.0,0.0,15.1,1,Juices
1556,1.24,6.000000000000001,0.0,7.4399999999999995,0,Soft Drinks
1557,0.96,15.0,0.0,14.4,2,Water
1558,1.19,4.0,0.0,4.76,0,Soft Drinks
1559,2.28,9.0,0.0,20.519999999999996,0,Soft Drinks
1560,1.19,6.000000000000001,0.0,7.14,0,Soft Drinks
1561,1.74,11.0,0.0,19.14,0,Soft Drinks
1563,3.31,3.0,0.0,9.93,0,Soft Drinks
1564,1.27,8.0,0.0,10.16,0,Soft Drinks
1565,0.59,11.0,0.0,6.49,0,Soft Drinks
1566,0.53,8.0,0.0,4.24,0,Soft Drinks
1567,0.89,8.0,0.0,7.12,2,Water
1568,3.33,12.0,0.0,39.96,1,Juices
1569,0.55,1.0,0.0,0.55,2,Water
1570,1.99,13.0,0.0,25.87,0,Soft Drinks
1571,1.16,2.0,0.0,2.32,0,Soft Drinks
1572,1.61,2.0,0.0,3.22,2,Water
1573,0.62,4.0,0.0,2.48,2,Water
1574,0.56,13.0,0.0,7.280000000000001,0,Soft Drinks
1575,0.99,4.0,0.0,3.9600000000000004,2,Water
1576,1.71,12.0,0.0,20.519999999999996,2,Water
1577,2.12,12.0,0.0,25.44,0,Soft Drinks
1578,2.45,1.0,0.0,2.45,1,Juices
1579,3.56,3.0,0.0,10.68,1,Juices
1580,4.35,7.0,0.0,30.45,3,Alcoholic Beverages
1581,1.26,3.0,0.0,3.78,2,Water
1582,1.8,11.0,0.0,19.8,1,Juices
1583,1.66,6.000000000000001,0.0,9.959999999999999,2,Water
1585,0.99,8.0,0.0,7.920000000000001,0,Soft Drinks
1586,2.34,2.0,0.0,4.68,0,Soft Drinks
1588,2.65,12.0,0.05,30.209999999999997,1,Juices
1591,1.27,11.0,0.0,13.97,0,Soft Drinks
1593,3.12,15.0,0.0,46.8,1,Juices
1594,1.07,14.0,0.0,14.98,2,Water
1595,0.99,2.0,0.0,1.9800000000000002,0,Soft Drinks
1596,3.31,15.0,0.0,49.65,1,Juices
1597,1.86,12.0,0.0,22.32,1,Juices
1599,3.31,8.0,0.0,26.480000000000004,0,Soft Drinks
1600,3.31,13.0,0.0,43.03,1,Juices
1601,2.26,7.0,0.0,15.819999999999999,0,Soft Drinks
1603,2.33,31.0,0.1,65.01,0,Soft Drinks
1604,2.82,3.0,0.05,8.04,1,Juices
1606,1.04,13.0,0.0,13.519999999999998,0,Soft Drinks
1607,0.55,12.0,0.0,6.599999999999999,2,Water
1609,3.57,10.0,0.1,32.13,1,Juices
1610,0.64,11.0,0.05,6.69,0,Soft Drinks
1611,0.57,41.0,0.05,22.2,0,Soft Drinks
1612,1.99,14.0,0.0,27.86,3,Alcoholic Beverages
1613,3.31,7.0,0.0,23.17,0,Soft Drinks
1614,1.23,4.0,0.0,4.92,0,Soft Drinks
1615,0.93,8.0,0.0,7.4399999999999995,2,Water
1617,1.1,7.0,0.0,7.7,0,Soft Drinks
1618,3.43,7.0,0.0,24.01,1,Juices
1619,1.69,14.0,0.0,23.66,1,Juices
1620,3.31,2.0,0.0,6.620000000000001,0,Soft Drinks
1621,1.31,1.0,0.0,1.31,2,Water
1624,1.58,4.0,0.0,6.32,0,Soft Drinks
1626,3.64,44.0,0.1,144.14,1,Juices
1627,1.26,17.0,0.1,19.279999999999998,2,Water
1628,1.12,16.0,0.05,17.02,2,Water
1629,1.53,11.0,0.0,16.83,0,Soft Drinks
1630,1.42,2.0,0.0,2.84,2,Water
1631,1.75,7.0,0.0,12.25,1,Juices
1632,3.12,15.0,0.0,46.8,1,Juices
1633,3.31,9.0,0.0,29.79,1,Juices
1634,1.16,5.0,0.0,5.800000000000001,3,Alcoholic Beverages
1635,1.31,8.0,0.0,10.48,2,Water
1637,0.65,19.0,0.05,11.73,2,Water
1640,1.61,15.0,0.0,24.15,2,Water
1641,0.59,15.0,0.0,8.85,0,Soft Drinks
1642,1.75,12.0,0.0,21.0,1,Juices
1645,1.64,14.0,0.0,22.96,1,Juices
1646,0.94,22.0,0.05,19.65,0,Soft Drinks
1647,0.73,36.0,0.05,24.970000000000002,2,Water
1652,1.37,8.0,0.0,10.959999999999999,3,Alcoholic Beverages
1654,3.56,2.0,0.0,7.12,1,Juices
1655,1.64,8.0,0.0,13.12,1,Juices
1656,0.61,14.0,0.0,8.54,0,Soft Drinks
1657,3.21,11.0,0.0,35.31,1,Juices
1658,1.26,4.0,0.0,5.04,2,Water
1659,2.05,13.0,0.0,26.65,0,Soft Drinks
1660,0.55,3.0,0.0,1.6499999999999997,0,Soft Drinks
1661,1.92,15.0,0.0,28.8,3,Alcoholic Beverages
1662,0.93,6.000000000000001,0.0,5.58,2,Water
1663,2.22,12.0,0.0,26.64,0,Soft Drinks
1664,0.53,6.000000000000001,0.0,3.18,0,Soft Drinks
1665,1.01,15.0,0.0,15.15,2,Water
1666,1.99,11.0,0.0,21.89,0,Soft Drinks
1668,3.23,14.0,0.0,45.22,1,Juices
1669,2.12,3.0,0.0,6.36,0,Soft Drinks
1670,3.46,12.0,0.0,41.52,1,Juices
1671,0.59,9.0,0.0,5.31,0,Soft Drinks
1672,2.22,8.0,0.0,17.76,0,Soft Drinks
1678,1.98,5.0,0.05,9.4,0,Soft Drinks
1680,3.17,16.0,0.05,48.18,1,Juices
1685,4.31,13.0,0.05,53.23,1,Juices
1687,1.55,8.0,0.05,11.78,1,Juices
1688,2.02,5.0,0.05,9.59,0,Soft Drinks
1689,1.75,11.0,0.1,17.32,3,Alcoholic Beverages
1690,3.02,4.0,0.0,12.08,1,Juices
1691,2.27,9.0,0.0,20.43,0,Soft Drinks
1692,0.96,3.0,0.0,2.88,2,Water
1693,3.33,3.0,0.0,9.99,1,Juices
1694,1.18,1.0,0.0,1.18,0,Soft Drinks
1695,0.93,2.0,0.0,1.8599999999999999,2,Water
1697,1.77,21.0,0.1,33.45,0,Soft Drinks
1698,0.67,11.0,0.05,7.0,0,Soft Drinks
1700,1.64,14.0,0.0,22.96,0,Soft Drinks
1701,0.59,14.0,0.0,8.26,0,Soft Drinks
1702,3.12,11.0,0.0,34.32,0,Soft Drinks
1705,3.46,3.0,0.0,10.38,1,Juices
1706,1.2,6.000000000000001,0.0,7.2,0,Soft Drinks
1708,0.91,12.0,0.0,10.919999999999998,2,Water
1709,2.04,13.0,0.0,26.52,3,Alcoholic Beverages
1710,0.56,3.0,0.0,1.68,0,Soft Drinks
1711,0.46,48.0,0.1,19.87,2,Water
1713,1.2,7.0,0.0,8.4,0,Soft Drinks
1714,1.75,6.000000000000001,0.0,10.5,1,Juices
1715,1.59,7.0,0.0,11.130000000000003,1,Juices
1716,3.67,3.0,0.0,11.01,1,Juices
1717,1.07,4.0,0.0,4.28,2,Water
1718,1.86,2.0,0.0,3.7199999999999998,1,Juices
1719,0.59,11.0,0.0,6.49,2,Water
1720,0.58,13.0,0.0,7.54,2,Water
1721,2.12,1.0,0.0,2.12,0,Soft Drinks
1722,1.4,47.0,0.1,59.22,1,Juices
1724,0.88,53.0,0.05,44.31,0,Soft Drinks
1727,2.64,28.0,0.1,66.53,0,Soft Drinks
1728,0.86,48.0,0.1,37.15,2,Water
1729,1.16,56.0,0.05,61.71,2,Water
1730,3.15,41.0,0.05,122.69,1,Juices
1731,1.58,36.0,0.1,51.19,0,Soft Drinks
1732,1.78,36.0,0.05,60.88000000000001,1,Juices
1733,2.1,14.0,0.05,27.93,0,Soft Drinks
1734,1.51,9.0,0.0,13.59,3,Alcoholic Beverages
1740,0.44,36.0,0.1,14.26,2,Water
1742,0.93,6.000000000000001,0.0,5.58,0,Soft Drinks
1743,2.21,15.0,0.0,33.15,0,Soft Drinks
1744,0.69,15.0,0.05,9.83,0,Soft Drinks
1745,2.33,29.0,0.1,60.81,1,Juices
1746,0.82,2.0,0.05,1.56,2,Water
1747,0.68,19.0,0.05,12.27,0,Soft Drinks
1749,1.81,5.0,0.05,8.6,0,Soft Drinks
1751,1.23,23.0,0.05,26.88,1,Juices
1752,1.71,8.0,0.0,13.68,2,Water
1753,1.86,14.0,0.0,26.04,1,Juices
1754,4.48,4.0,0.0,17.92,3,Alcoholic Beverages
1755,2.45,13.0,0.0,31.85,1,Juices
1757,0.96,15.0,0.0,14.4,2,Water
1758,3.11,8.0,0.0,24.88,1,Juices
1760,1.33,8.0,0.0,10.640000000000002,3,Alcoholic Beverages
1761,0.93,5.0,0.0,4.65,0,Soft Drinks
1762,2.21,11.0,0.0,24.31,0,Soft Drinks
1763,3.46,2.0,0.0,6.92,1,Juices
1764,1.16,2.0,0.0,2.32,0,Soft Drinks
1765,4.32,6.000000000000001,0.0,25.92,3,Alcoholic Beverages
1766,4.48,7.0,0.0,31.36,3,Alcoholic Beverages
1767,2.38,6.000000000000001,0.0,14.28,1,Juices
1768,2.05,4.0,0.0,8.2,0,Soft Drinks
1769,3.56,4.0,0.0,14.24,1,Juices
1770,3.21,14.0,0.0,44.94,1,Juices
1771,4.88,10.0,0.0,48.79999999999999,3,Alcoholic Beverages
1773,1.69,12.0,0.0,20.28,1,Juices
1774,0.49,6.000000000000001,0.0,2.94,2,Water
1775,1.23,3.0,0.0,3.69,0,Soft Drinks
1776,3.11,6.000000000000001,0.0,18.66,1,Juices
1777,0.89,4.0,0.0,3.56,2,Water
1778,1.07,7.0,0.0,7.49,0,Soft Drinks
1779,3.33,10.0,0.0,33.3,1,Juices
1783,0.54,12.0,0.05,6.16,0,Soft Drinks
1784,2.02,43.0,0.1,78.17,0,Soft Drinks
1785,1.99,8.0,0.0,15.92,0,Soft Drinks
1787,0.62,5.0,0.0,3.1,2,Water
1788,3.12,1.0,0.0,3.12,1,Juices
1789,1.14,14.0,0.0,15.96,0,Soft Drinks
1790,1.59,6.000000000000001,0.0,9.54,1,Juices
1791,1.86,15.0,0.0,27.9,1,Juices
1795,2.98,34.0,0.05,96.25,1,Juices
1796,1.97,13.0,0.05,24.33,1,Juices
1798,1.25,6.000000000000001,0.05,7.12,1,Juices
1800,0.61,56.0,0.05,32.45,0,Soft Drinks
1804,1.22,44.0,0.1,48.31,2,Water
1805,1.24,48.0,0.1,53.57,3,Alcoholic Beverages
1806,3.12,5.0,0.0,15.6,1,Juices
1808,1.75,5.0,0.0,8.75,1,Juices
1809,3.02,1.0,0.0,3.02,1,Juices
1811,3.33,9.0,0.0,29.97,1,Juices
1812,0.96,6.000000000000001,0.0,5.76,2,Water
1813,0.55,13.0,0.0,7.15,0,Soft Drinks
1814,0.96,12.0,0.0,11.52,0,Soft Drinks
1815,1.8,8.0,0.0,14.4,1,Juices
1816,3.56,15.0,0.0,53.4,1,Juices
1817,3.21,12.0,0.0,38.52,0,Soft Drinks
1818,2.38,15.0,0.0,35.7,1,Juices
1819,0.96,7.0,0.0,6.72,3,Alcoholic Beverages
1820,1.98,4.0,0.0,7.920000000000001,3,Alcoholic Beverages
1821,1.07,9.0,0.0,9.63,0,Soft Drinks
1823,1.66,4.0,0.0,6.64,2,Water
1824,0.61,14.0,0.0,8.54,0,Soft Drinks
1825,0.57,8.0,0.0,4.56,2,Water
1830,3.21,2.0,0.0,6.42,0,Soft Drinks
1831,0.57,4.0,0.0,2.28,2,Water
1832,1.8,9.0,0.0,16.2,1,Juices
1833,3.56,14.0,0.0,49.84,1,Juices
1835,0.72,10.0,0.1,6.48,2,Water
1837,0.43,44.0,0.1,17.03,2,Water
1838,2.28,1.0,0.0,2.28,0,Soft Drinks
1839,3.21,4.0,0.0,12.84,1,Juices
1840,0.55,3.0,0.0,1.6499999999999997,0,Soft Drinks
1841,2.31,9.0,0.0,20.79,1,Juices
1842,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
1844,2.13,5.0,0.0,10.65,0,Soft Drinks
1845,0.46,15.0,0.0,6.9,2,Water
1846,0.93,4.0,0.0,3.7199999999999998,2,Water
1848,1.25,17.0,0.05,20.19,0,Soft Drinks
1851,1.12,38.0,0.05,40.43,2,Water
1853,1.05,3.0,0.05,2.9900000000000007,3,Alcoholic Beverages
1855,1.46,10.0,0.0,14.6,2,Water
1856,3.31,8.0,0.0,26.480000000000004,1,Juices
1857,1.69,12.0,0.0,20.28,1,Juices
1858,4.48,9.0,0.0,40.32,3,Alcoholic Beverages
1859,2.45,12.0,0.0,29.4,1,Juices
1860,4.32,3.0,0.0,12.96,3,Alcoholic Beverages
1862,1.04,31.0,0.05,30.63,2,Water
1864,0.86,7.0,0.0,6.02,2,Water
1865,0.55,13.0,0.0,7.15,2,Water
1866,0.46,14.0,0.0,6.44,2,Water
1867,0.93,14.0,0.0,13.02,3,Alcoholic Beverages
1869,3.31,4.0,0.0,13.240000000000002,1,Juices
1870,1.16,3.0,0.0,3.48,3,Alcoholic Beverages
1872,0.96,14.0,0.0,13.44,0,Soft Drinks
1873,3.33,5.0,0.0,16.65,1,Juices
1874,0.96,10.0,0.0,9.599999999999998,3,Alcoholic Beverages
1875,2.38,15.0,0.0,35.7,1,Juices
1877,1.28,33.0,0.05,40.13,3,Alcoholic Beverages
1878,3.31,4.0,0.0,13.240000000000002,1,Juices
1879,1.23,1.0,0.0,1.23,0,Soft Drinks
1880,1.61,9.0,0.0,14.49,2,Water
1881,2.76,33.0,0.05,86.53,1,Juices
1884,0.55,23.0,0.05,12.02,2,Water
1887,0.75,19.0,0.05,13.540000000000001,0,Soft Drinks
1888,0.62,4.0,0.1,2.23,0,Soft Drinks
1889,2.91,46.0,0.1,120.47,1,Juices
1890,5.03,3.0,0.0,15.09,3,Alcoholic Beverages
1891,1.86,12.0,0.0,22.32,1,Juices
1893,2.45,7.0,0.0,17.15,1,Juices
1894,3.11,8.0,0.0,24.88,1,Juices
1895,1.31,3.0,0.05,3.73,1,Juices
1896,0.39,10.0,0.05,3.7,2,Water
1899,1.46,3.0,0.0,4.38,2,Water
1900,1.07,14.0,0.0,14.98,2,Water
1901,0.46,4.0,0.0,1.84,2,Water
1902,2.93,13.0,0.0,38.09,1,Juices
1903,1.99,15.0,0.0,29.85,0,Soft Drinks
1904,3.12,11.0,0.0,34.32,1,Juices
1905,1.99,4.0,0.0,7.96,0,Soft Drinks
1906,3.12,2.0,0.0,6.24,1,Juices
1907,0.86,2.0,0.0,1.72,2,Water
1908,0.57,11.0,0.0,6.269999999999999,2,Water
1909,4.19,14.0,0.0,58.66,3,Alcoholic Beverages
1910,1.26,10.0,0.0,12.6,2,Water
1911,1.24,7.0,0.0,8.68,0,Soft Drinks
1916,0.55,13.0,0.0,7.15,2,Water
1917,3.23,15.0,0.0,48.45,1,Juices
1919,0.6,3.0,0.05,1.71,0,Soft Drinks
1921,3.13,43.0,0.05,127.86000000000001,0,Soft Drinks
1924,2.29,29.0,0.05,63.09,3,Alcoholic Beverages
1926,0.86,18.0,0.05,14.709999999999999,0,Soft Drinks
1929,0.32,37.0,0.05,11.25,2,Water
1933,1.2,13.0,0.05,14.82,3,Alcoholic Beverages
1935,1.08,44.0,0.05,45.14,1,Juices
1937,2.45,1.0,0.05,2.33,0,Soft Drinks
1938,1.07,3.0,0.0,3.21,2,Water
1939,2.35,9.0,0.0,21.15,0,Soft Drinks
1941,1.27,11.0,0.0,13.97,0,Soft Drinks
1942,1.2,5.0,0.0,6.0,0,Soft Drinks
1943,2.93,3.0,0.0,8.79,1,Juices
1944,1.02,4.0,0.0,4.08,3,Alcoholic Beverages
1945,1.09,14.0,0.0,15.26,3,Alcoholic Beverages
1946,0.84,37.0,0.1,27.97,2,Water
1947,0.44,26.0,0.05,10.87,2,Water
1951,3.43,13.0,0.0,44.59,1,Juices
1952,0.65,4.0,0.0,2.6,2,Water
1954,0.97,49.0,0.1,42.779999999999994,0,Soft Drinks
1956,2.27,6.000000000000001,0.05,12.94,0,Soft Drinks
1958,3.67,8.0,0.0,29.36,1,Juices
1959,1.69,5.0,0.0,8.45,1,Juices
1960,3.43,12.0,0.0,41.16,1,Juices
1964,2.55,38.0,0.05,92.06,1,Juices
1965,2.03,56.0,0.1,102.31,3,Alcoholic Beverages
1966,1.09,16.0,0.1,15.7,3,Alcoholic Beverages
1967,1.26,47.0,0.05,56.26,2,Water
1968,1.11,49.0,0.1,48.95,2,Water
1969,0.86,12.0,0.0,10.320000000000002,2,Water
1970,1.99,5.0,0.0,9.95,0,Soft Drinks
1971,3.11,4.0,0.0,12.44,1,Juices
1972,3.73,5.0,0.05,17.72,3,Alcoholic Beverages
1976,3.23,4.0,0.0,12.920000000000002,1,Juices
1977,1.86,3.0,0.0,5.58,1,Juices
1978,1.58,11.0,0.0,17.38,0,Soft Drinks
1979,0.59,14.0,0.0,8.26,2,Water
1980,3.11,8.0,0.0,24.88,1,Juices
1981,1.64,9.0,0.0,14.76,1,Juices
1982,1.66,11.0,0.0,18.26,2,Water
1983,3.11,8.0,0.0,24.88,1,Juices
1984,1.07,12.0,0.0,12.84,2,Water
1985,3.43,1.0,0.0,3.43,1,Juices
1986,0.91,14.0,0.0,12.74,2,Water
1987,2.26,2.0,0.0,4.52,0,Soft Drinks
1990,0.56,8.0,0.0,4.48,2,Water
1992,1.04,2.0,0.0,2.08,0,Soft Drinks
1993,0.86,11.0,0.0,9.46,2,Water
1994,0.53,9.0,0.0,4.77,0,Soft Drinks
1995,3.67,2.0,0.0,7.34,1,Juices
1996,3.31,9.0,0.0,29.79,0,Soft Drinks
1997,0.89,55.0,0.1,44.059999999999995,0,Soft Drinks
1998,0.34,28.0,0.05,9.04,2,Water
1999,0.77,3.0,0.05,2.19,2,Water
2000,1.02,26.0,0.05,25.19,3,Alcoholic Beverages
2001,1.58,8.0,0.0,12.64,0,Soft Drinks
2002,1.71,11.0,0.0,18.81,2,Water
2004,3.67,15.0,0.0,55.05,1,Juices
2005,2.35,5.0,0.0,11.749999999999998,0,Soft Drinks
2007,0.63,10.0,0.0,6.3,0,Soft Drinks
2008,0.35,40.0,0.05,13.3,2,Water
2009,0.96,31.0,0.05,28.27,0,Soft Drinks
2010,2.34,21.0,0.05,46.68,0,Soft Drinks
2011,1.95,27.0,0.05,50.019999999999996,2,Water
2012,1.19,14.0,0.0,16.66,0,Soft Drinks
2013,1.64,4.0,0.0,6.56,1,Juices
2015,1.2,3.0,0.0,3.6,0,Soft Drinks
2016,1.41,11.0,0.0,15.51,3,Alcoholic Beverages
2018,1.08,8.0,0.0,8.64,3,Alcoholic Beverages
2019,0.99,9.0,0.0,8.91,0,Soft Drinks
2020,1.05,8.0,0.05,7.98,3,Alcoholic Beverages
2021,1.24,47.0,0.05,55.37,0,Soft Drinks
2022,5.62,12.0,0.05,64.07,3,Alcoholic Beverages
2023,1.34,17.0,0.05,21.64,1,Juices
2024,3.12,14.0,0.0,43.67999999999999,1,Juices
2025,2.22,1.0,0.0,2.22,0,Soft Drinks
2026,0.53,9.0,0.0,4.77,0,Soft Drinks
2027,1.38,11.0,0.0,15.180000000000001,2,Water
2028,1.59,3.0,0.0,4.77,1,Juices
2029,1.23,5.0,0.0,6.15,2,Water
2030,0.57,14.0,0.0,7.98,2,Water
2032,2.38,12.0,0.0,28.56,1,Juices
2033,1.8,12.0,0.0,21.6,1,Juices
2035,0.96,3.0,0.0,2.88,0,Soft Drinks
2036,0.89,2.0,0.0,1.78,2,Water
2037,2.35,2.0,0.0,4.7,0,Soft Drinks
2038,2.13,3.0,0.0,6.39,0,Soft Drinks
2039,3.12,8.0,0.0,24.96,0,Soft Drinks
2040,2.21,11.0,0.0,24.31,0,Soft Drinks
2041,2.22,3.0,0.0,6.66,0,Soft Drinks
2042,1.38,8.0,0.0,11.04,2,Water
2043,0.56,4.0,0.0,2.24,0,Soft Drinks
2044,2.34,8.0,0.0,18.72,0,Soft Drinks
2045,2.04,7.0,0.0,14.28,3,Alcoholic Beverages
2046,3.11,20.0,0.05,59.09,1,Juices
2047,2.13,1.0,0.05,2.02,1,Juices
2048,0.66,14.0,0.05,8.78,0,Soft Drinks
2050,1.75,3.0,0.0,5.25,1,Juices
2051,2.93,2.0,0.0,5.86,1,Juices
2052,1.99,13.0,0.0,25.87,0,Soft Drinks
2055,0.46,12.0,0.0,5.52,2,Water
2056,2.93,3.0,0.0,8.79,1,Juices
2057,2.22,5.0,0.0,11.1,0,Soft Drinks
2058,0.86,10.0,0.0,8.6,2,Water
2059,2.46,2.0,0.05,4.67,0,Soft Drinks
2060,0.49,45.0,0.1,19.850000000000005,2,Water
2061,2.7,34.0,0.05,87.21,1,Juices
2062,0.58,11.0,0.0,6.38,2,Water
2064,3.33,15.0,0.0,49.95,1,Juices
2065,1.51,10.0,0.0,15.1,3,Alcoholic Beverages
2067,1.15,41.0,0.05,44.79,1,Juices
2068,2.44,1.0,0.1,2.2,1,Juices
2070,1.64,1.0,0.0,1.64,1,Juices
2072,2.18,4.0,0.0,8.72,3,Alcoholic Beverages
2073,4.35,6.000000000000001,0.0,26.1,3,Alcoholic Beverages
2074,1.24,7.0,0.0,8.68,0,Soft Drinks
2075,1.18,13.0,0.0,15.34,0,Soft Drinks
2076,2.38,12.0,0.0,28.56,1,Juices
2078,2.57,22.0,0.1,50.89000000000001,0,Soft Drinks
2079,0.35,33.0,0.05,10.97,2,Water
2080,0.47,4.0,0.05,1.79,2,Water
2081,2.56,27.0,0.05,65.66,1,Juices
2086,1.16,11.0,0.0,12.76,3,Alcoholic Beverages
2087,0.59,4.0,0.0,2.36,2,Water
2090,2.24,3.0,0.05,6.38,1,Juices
2091,0.78,29.0,0.1,20.36,0,Soft Drinks
2094,2.8,37.0,0.05,98.42,1,Juices
2095,1.68,50.0,0.1,75.6,1,Juices
2097,0.47,50.0,0.1,21.15,2,Water
2099,2.28,10.0,0.0,22.8,0,Soft Drinks
2100,2.05,8.0,0.0,16.4,0,Soft Drinks
2101,1.19,4.0,0.0,4.76,0,Soft Drinks
2102,1.24,6.000000000000001,0.0,7.4399999999999995,0,Soft Drinks
2103,1.38,1.0,0.0,1.38,2,Water
2104,2.93,12.0,0.0,35.16,1,Juices
2105,4.22,9.0,0.0,37.98,3,Alcoholic Beverages
2106,2.78,37.0,0.05,97.72,1,Juices
2107,1.97,55.0,0.05,102.93,1,Juices
2108,0.55,9.0,0.0,4.95,0,Soft Drinks
